1,29.60
2,36.40
3,38.60
4,37.90
5,38.20
6,40.50
7,40.80
8,40.30
9,41.10
10,42.30
11,41.70
12,48.60
13,48.30
14,50.40
15,46.00
16,43.70
17,45.60
18,42.70
19,44.00
20,44.70
21,42.40
22,43.00
23,42.70
24,42.30
25,45.30
26,44.20
27,42.20
28,43.00
29,44.50
30,43.30
31,43.50
32,43.60
33,42.60
34,43.60
35,45.40
36,48.00
37,45.20
38,41.40
39,49.20
40,45.10
41,44.80
42,45.60
43,44.10
44,43.30
45,45.40
46,44.70
47,42.80
48,40.80
49,44.00
50,42.10
51,36.40
52,40.10
53,42.60
54,44.00
55,41.90
56,44.10
57,41.50
58,44.50
59,44.00
60,41.20
61,21.00
62,18.80
63,15.40
64,18.00
65,18.70
66,15.30
67,14.70
68,13.30
69,18.10
70,16.70
71,15.30
72,13.30
73,12.30
74,17.00
75,14.00
76,14.60
77,18.50
78,17.70
79,18.60
80,21.50
81,23.30
82,15.60
83,11.60
84,18.80
85,21.60
86,13.00
87,10.90
88,9.40
89,15.50
90,15.40
91,15.40
92,18.10
93,9.59
94,12.30
95,17.60
96,18.60
97,19.80
98,14.80
99,20.50
100,20.30
101,24.30
102,25.00
103,22.70
104,24.30
105,28.40
106,32.20
107,33.70
108,22.60
109,20.60
110,20.90
111,20.60
112,30.20
113,30.60
114,29.20
115,30.70
116,30.60
117,31.30
118,26.40
119,31.30
120,31.40
121,30.70
122,30.90
123,24.00
124,25.20
125,19.50
126,23.90
127,21.50
128,22.70
129,23.50
130,18.50
131,19.70
132,18.80
133,15.50
134,21.00
135,21.50
136,19.50
137,21.80
138,21.40
139,30.70
140,36.70
141,32.80
142,27.90
143,24.70
144,21.10
145,20.50
146,20.00
147,25.10
148,29.90
149,31.30
150,14.40
151,17.00
152,10.10
153,11.90
154,17.00
155,16.20
156,18.50
157,20.30
158,15.90
159,18.30
160,19.70
161,26.90
162,27.70
163,26.70
164,15.10
165,14.10
166,14.10
167,20.10
168,17.40
169,12.70
170,15.60
171,18.40
172,15.90
173,12.50
174,18.10
175,18.60
176,18.20
177,14.50
178,11.50
179,13.80
180,14.70
181,13.60
182,14.20
183,12.10
184,10.40
185,9.73
186,11.30
187,13.20
188,11.20
189,9.76
190,9.67
191,10.10
192,10.00
193,8.71
194,9.69
195,8.54
196,8.21
197,12.30
198,10.80
199,6.80
200,8.28
201,10.50
202,10.50
203,10.60
204,18.60
205,19.40
206,20.30
207,19.20
208,12.30
209,13.40
210,12.20
211,10.80
212,8.69
213,9.37
214,8.48
215,9.64
216,10.60
217,11.10
218,12.30
219,16.10
220,17.10
221,17.00
222,18.50
223,15.80
224,15.30
225,21.10
226,20.70
227,20.30
228,16.30
229,11.20
230,9.32
231,9.68
232,15.40
233,13.70
234,13.40
235,12.60
236,9.87
237,13.70
238,9.98
239,12.10
240,13.80
241,10.30
242,17.80
243,22.00
244,27.20
245,23.30
246,19.10
247,13.50
248,13.70
249,14.40
250,9.73
251,21.40
252,23.00
253,18.00
254,16.30
255,18.40
256,19.70
257,19.20
258,26.80
259,25.90
260,22.40
261,25.50
262,29.00
263,26.70
264,29.30
265,31.60
266,44.10
267,46.00
268,44.30
269,29.40
270,28.30
271,26.50
272,26.90
273,20.70
274,25.60
275,37.30
276,15.90
277,19.90
278,32.90
279,20.70
280,39.00
281,44.40
282,45.20
283,43.50
284,41.70
285,40.00
286,30.00
287,29.30
288,27.00
289,28.60
290,31.50
291,28.20
292,30.70
293,31.30
294,29.50
295,28.30
296,28.70
297,29.60
298,27.00
299,30.80
300,30.90
301,31.90
302,26.70
303,28.50
304,31.40
305,33.20
306,29.70
307,27.90
308,23.40
309,28.90
310,33.40
311,28.70
312,31.30
313,29.70
314,30.40
315,30.80
316,30.90
317,33.60
318,31.70
319,31.70
320,33.60
321,33.10
322,29.40
323,26.70
324,23.50
325,29.00
326,33.20
327,33.40
328,29.80
329,30.30
330,30.30
331,34.00
332,34.60
333,32.70
334,33.10
335,33.10
336,27.60
337,30.20
338,28.50
339,21.30
340,19.30
341,27.40
342,39.50
343,32.30
344,44.80
345,42.80
346,44.00
347,45.30
348,36.10
349,27.80
350,33.60
351,34.60
352,30.10
353,27.00
354,26.30
355,30.90
356,32.50
357,33.60
358,24.10
359,31.20
360,26.30
361,42.60
362,42.50
363,22.20
364,17.30
365,16.70
366,18.30
367,16.40
368,18.60
369,18.50
370,23.60
371,21.70
372,24.40
373,25.50
374,27.40
375,28.70
376,27.40
377,27.00
378,25.70
379,20.70
380,19.80
381,16.50
382,15.80
383,14.20
384,16.30
385,14.50
386,13.70
387,19.70
388,17.70
389,13.60
390,14.00
391,12.80
392,13.50
393,14.40
394,16.00
395,16.40
396,14.10
397,16.20
398,16.90
399,15.90
400,14.40
401,18.40
402,14.60
403,13.00
404,11.20
405,10.30
406,9.71
407,10.20
408,6.95
409,6.79
410,9.65
411,9.40
412,13.30
413,10.60
414,10.60
415,11.30
416,13.40
417,11.90
418,15.50
419,18.20
420,18.40
421,18.30
422,15.30
423,11.70
424,11.20
425,12.00
426,13.00
427,13.40
428,13.50
429,14.90
430,13.20
431,16.50
432,15.40
433,14.70
434,12.90
435,12.70
436,12.50
437,12.20
438,13.30
439,12.80
440,11.40
441,10.50
442,12.80
443,13.20
444,13.10
445,10.90
446,10.70
447,9.26
448,10.00
449,8.90
450,9.91
451,9.68
452,12.50
453,13.60
454,10.90
455,7.62
456,16.60
457,15.50
458,12.70
459,13.00
460,14.00
461,14.70
462,13.70
463,12.60
464,13.20
465,13.10
466,12.90
467,13.20
468,17.00
469,17.00
470,16.10
471,15.80
472,12.80
473,7.08
474,15.30
475,17.90
476,14.10
477,11.10
478,9.50
479,9.63
480,8.12
481,13.50
482,12.90
483,14.50
484,13.00
485,14.40
486,13.90
487,12.10
488,18.30
489,19.50
490,18.50
491,17.50
492,16.60
493,14.80
494,17.10
495,18.20
496,21.20
497,18.60
498,22.20
499,21.60
500,36.20
501,28.60
502,25.80
503,32.00
