0,14692581,14000000
0,32676599,14500000
0,35014174,15312500
0,36212250,16148437
0,38506653,17129882
0,40844244,18238646
0,50660292,20458815
0,52997866,20401463
0,55335449,20351280
0,57673031,20432370
0,58828090,20628323
0,61717412,20924782
0,64054987,21309184
0,68686952,22145536
0,71024527,22002344
0,73362109,21877051
0,75699692,22017419
0,78037267,22140241
0,80374849,22247710
0,82712431,22591746
0,85050006,23142777
0,87387589,23499929
0,89725171,24062437
0,92062746,24554632
0,94400328,24735303
0,96737911,25143390
0,99075486,25500466
0,101413068,25812907
0,103750651,26336293
0,106088225,26919256
0,108425808,27304349
0,110763390,27891305
0,113100965,28529891
0,115438548,29088654
0,117776130,29827572
0,120113705,30474125
0,122451287,31039859
0,124788870,31784876
0,127126445,32561766
0,130611218,33241545
0,132948793,34086351
0,135286376,34950557
0,137623958,35706737
0,139961533,36618394
0,142299116,37416094
0,144636698,38114082
0,146974273,38974821
0,149311855,39852968
0,151649438,40496347
0,153987013,41309303
0,156324595,42145640
0,158662178,42877435
0,160999752,43767755
0,163337335,44546785
0,165674917,45228436
0,168012492,46199881
0,170350075,47049895
0,172687657,47668658
0,175025232,48585075
0,177362814,49386940
0,179700397,50088572
0,182037972,51077500
0,184375554,51817812
0,186713137,52340585
0,189050712,53173011
0,191388294,53901384
0,194873060,54538711
0,197210643,55471372
0,199548225,56287450
0,201885800,57001518
0,204223382,58001328
0,206560965,58751162
0,208898540,59407266
0,211236122,60356357
0,213573705,61186812
0,215911280,61788460
0,218248862,62689902
0,220586445,63478664
0,222924019,64168831
0,225261602,65147727
0,227599184,65879261
0,229936759,66519353
0,232274342,67454433
0,234611924,68272628
0,236949499,68863549
0,239287082,69755605
0,241624664,70536154
0,243962239,71094134
0,246299821,71957367
0,248637404,72712696
0,250974979,73373609
0,253312561,74326907
0,255650144,75036043
0,259134910,75906537
0,261472492,76918219
0,263810075,77803441
0,266147650,78578010
0,268485232,79505758
0,270822815,80317538
0,273160390,81152845
0,275497972,82133739
0,277835547,82867021
0,280173130,83633643
0,282510712,84554437
0,284848287,85235132
0,287185869,85830740
0,289523452,86601897
0,291861027,87276659
0,294198609,87992076
0,296536192,88868066
0,298873767,89509557
0,301211349,90195862
0,303548932,91046379
0,305886507,91790581
0,308224089,92441758
0,310561672,93261538
0,312899246,93978845
0,315236829,94731489
0,317574412,95640052
0,319911986,96310045
0,323396760,97146289
0,325734343,98128002
0,328071918,99112001
0,330409500,99848000
0,332747083,100742000
0,335084657,101649250
0,337422240,102443093
0,339759823,103387706
0,342097397,104214242
0,344434980,104937461
0,346772562,105820278
0,349110137,106717743
0,351447720,107378025
0,353785302,108205771
0,356122877,109055049
0,358460460,109798167
0,360798042,110698396
0,363135617,111486096
0,365473200,112175334
0,367810782,113028417
0,370148357,113899864
0,372485940,114537381
0,374823522,115345208
0,377161097,116177057
0,379498680,116654924
0,381836254,117323058
0,384173837,118032675
0,387658611,118778590
0,389996186,119681266
0,392333768,120471107
0,394671351,121162218
0,397008926,122141940
0,399346508,122999197
0,401684091,123624297
0,404021666,124546259
0,406359248,125352976
0,408696831,126058854
0,411034406,127051497
0,413371988,127795059
0,415709571,128445676
0,418047146,129389966
0,420384728,130216220
0,422722311,130814192
0,425059886,131712418
0,427397468,132498365
0,429735051,133186069
0,432072626,134162810
0,434410208,134892458
0,436747791,135530900
0,439085366,136464537
0,441422948,137281469
0,443760531,137871285
0,446098106,138762374
0,448435688,139542077
0,450773271,140224317
0,833240198,143571277
0,835577781,146624867
0,837915356,149171758
0,840252939,151650288
0,842590521,153819002
0,844928096,155716626
0,848412870,157627047
0,850750453,159423666
0,853088028,160870707
0,855425611,162261868
0,857763193,163479134
0,860100768,164669242
0,862438351,165710586
0,864775934,166746762
0,867113509,167653416
0,869451091,168571739
0,871788674,169375271
0,874126249,170203362
0,876463832,170927941
0,878801414,171686948
0,881138989,172351079
0,883476572,173057194
0,885814155,173550044
0,888151730,174106288
0,891636504,174718002
0,893974079,175378251
0,896311661,175955969
0,898649244,176586472
0,900986819,177138163
0,903324402,177870892
0,905661984,178387030
0,907999559,178963651
0,910337142,179593194
0,912674725,179644044
0,915012300,179438538
0,917349882,178883720
0,919687465,178023255
0,922025040,177020348
0,924362623,175642804
0,926700205,174187453
0,929037781,172664021
0,931375363,170956018
0,933712946,169086515
0,936050521,167325700
0,938388104,165409987
0,940725686,163233738
0,943063261,161079520
0,945400844,158819580
0,947738427,156467132
0,950076002,154283740
0,952413584,151873272
0,955898351,149514113
0,958235933,147199848
0,960573516,145049867
0,962911091,142793633
0,965248674,140944428
0,967586256,139201374
0,969923831,137426202
0,972261414,135747926
0,974598997,134279435
0,976936572,132619505
0,979274155,131292066
0,981611737,130005557
0,983949312,128629862
0,986286895,127426129
0,988624478,126372862
0,990962053,125076254
0,993299635,124066722
0,995637218,123183381
0,997974793,122035458
0,1000312376,121156025
0,1002649959,120261521
0,1004987534,119103830
0,1007325116,118090851
0,1009662699,117204494
0,1012000274,116178932
0,1014337857,115281565
0,1016675439,114496369
0,1020160206,113934322
0,1022497788,113442531
0,1024835364,112887214
0,1027172946,112526312
0,1029510529,112210523
0,1031848104,111809207
0,1034185687,111583056
0,1036523269,111385174
0,1038860844,111087027
0,1041198427,110951148
0,1043536010,110832254
0,1045873585,110603222
0,1048211168,110527819
0,1050548750,110461841
0,1052886325,110279110
0,1055223908,110244221
0,1057561491,110213693
0,1059899066,110061981
0,1062236649,110054233
0,1064574231,109922453
0,1066911806,109682146
0,1069249389,109596877
0,1071586972,109522267
0,1073924547,109331983
0,1076262129,109290485
0,1078599712,109254174
0,1080937287,109097402
0,1084422061,109210226
0,1086759644,109308947
0,1089097219,109395328
0,1091434802,109470912
0,1093772385,109537048
0,1096109960,109594917
0,1098447542,109645552
0,1100785125,109689858
0,1103122700,109728625
0,1105460283,109762546
0,1107797866,109792227
0,1110135441,109818198
0,1112473023,109840923
0,1114810606,109860807
0,1117148181,109878206
0,1119485764,109893430
0,1121823339,109781751
